answer,subject,choice_3,choice_2,choice_1,choice_0,question
2,formal_logic,متضاد,منطقی طور پر نہ تو مساوی اور نہ ہی متضاد، لیکن مستقل,متضاد,منطقی طور پر مساوی,"مندرجہ ذیل تجاویز کے جوڑے کے لیے ایک مکمل سچائی جدول بنائیں۔ پھر، سچائی جدولوں کا استعمال کرتے ہوئے، اس بات کا تعین کریں کہ آیا بیانات منطقی طور پر مساوی ہیں یا متضاد۔ اگر کوئی بھی نہیں ہے تو اس بات کا تعین کریں کہ آیا وہ مطابقت رکھتے ہیں یا متضاد۔ اپنے جوابات کا جواز پیش کریں۔
C ⊃ (D ∨ C) اور C · ~D"
0,formal_logic,متضاد,منطقی طور پر نہ تو مساوی اور نہ ہی متضاد، لیکن مستقل,متضاد,منطقی طور پر مساوی,"مندرجہ ذیل تجاویز کے جوڑے کے لیے ایک مکمل سچائی جدول بنائیں۔ پھر، سچائی جدولوں کا استعمال کرتے ہوئے، اس بات کا تعین کریں کہ آیا بیانات منطقی طور پر مساوی ہیں یا متضاد۔ اگر کوئی بھی نہیں ہے تو اس بات کا تعین کریں کہ آیا وہ مطابقت رکھتے ہیں یا متضاد۔ اپنے جوابات کا جواز پیش کریں۔
~O ⊃ P اور O ∨ P"
0,formal_logic,غلط جوابی مثال جب T، W، اور Z سچے ہیں اور U اور X غلط ہیں۔,غلط جوابی مثال جب T اور X سچے ہیں اور U، W، اور Z غلط ہیں۔,غلط جوابی مثال جب T، X، اور Z سچے ہیں اور U اور W غلط ہیں۔,درست,"اس بات کا تعین کرنے کے لیے بالواسطہ سچائی میزیں استعمال کریں کہ آیا درج ذیل دلیل درست ہے۔ اگر استدلال غلط ہے تو ایک آپشن کا انتخاب کریں جو جوابی مثال پیش کرے۔ (اس کے علاوہ دیگر متضاد مثالیں بھی ہو سکتی ہیں۔)
(T · ~U) ⊃ ~W
~W ⊃ X
~Z ⊃ W
~(X · Z) / T ⊃ U"
0,formal_logic,Cb ⊃ (Pm • Gm),Bc ⊃ (Pm ∨ Gm),Bc ≡ (Pm • Gm),Bc ≡ (Pm ∨ Gm),پیش گوئی کی منطق میں بہترین ترجمہ منتخب کریں: سیسلیا میرا دل توڑ دیتی ہے اگر، اور صرف اس صورت میں، جب ماریہ یا تو کوئی مسئلہ ہے یا لڑکی۔
3,formal_logic,Nd ⊃ (Bj ∨ Sl),Nd ≡ (Bj • Sl),Dn ≡ (Bx • Ly),Nd ⊃ (Bj • Sl),پیش گوئی کی منطق میں بہترین ترجمہ منتخب کریں: اگر ڈیلیلا نیویارک شہر میں ہے، تو جوانا بوگوٹا میں ہے یا لیلا سان جوآن میں ہے۔
0,formal_logic,یہ سچ نہیں ہے کہ مرینا پرسی جیکسن کی کتاب صرف اس وقت پڑھتی ہے جب Izzy Minecraft کھیلتا ہے، لیکن Izzy Minecraft کھیلتی ہے جب Ashleigh رک جاتی ہے۔,مرینا کا پرسی جیکسن کی کتاب پڑھنا یہ نہیں کہتا کہ Izzy Minecraft کھیلتا ہے، لیکن Izzy Minecraft کھیلتا ہے بشرطیکہ Ashleigh اس سے باز نہ آئے۔,اگر مرینا پرسی جیکسن کی کتاب نہیں پڑھتی ہے، تو ایزی مائن کرافٹ کھیلتی ہے، جس میں یہ شامل ہوتا ہے کہ ایشلی اس سے باز نہیں آتی ہے۔,ایسا نہیں ہے کہ مرینا کا پرسی جیکسن کی کتاب پڑھنا اس بات پر منحصر ہے کہ Izzy Minecraft کھیلتا ہے، لیکن Izzy کی Minecraft کھیلنا اس بات کا تقاضا کرتا ہے کہ Ashleigh اس سے باز نہیں آتی ہے۔,"PL کے دیے گئے فارمولے کو قدرتی، انگریزی جملوں میں ترجمہ کرنے کے لیے درج ذیل کلید کا استعمال کریں۔
A: مرینا پرسی جیکسن کی کتاب پڑھتی ہے۔
B: Izzy Minecraft کھیلتا ہے۔
ج: ایملی کام کرنا چھوڑ دیتی ہے۔
D: رسل رات کا کھانا بناتا ہے۔
ای: ایشلی رک جاتی ہے۔
~(A ⊃ B) • (B ⊃ ~E)"
3,formal_logic,غلط جوابی مثال جب A، B، اور C غلط ہیں اور D درست ہے۔,غلط جوابی مثال جب B اور D سچے ہیں اور A اور C غلط ہیں۔,غلط جوابی مثال جب B، C، اور D سچے ہیں اور A غلط ہے۔,درست,"اس بات کا تعین کرنے کے لیے بالواسطہ سچائی میزیں استعمال کریں کہ آیا درج ذیل دلیل درست ہے۔ اگر استدلال غلط ہے تو ایک آپشن کا انتخاب کریں جو جوابی مثال پیش کرے۔ (اس کے علاوہ دیگر متضاد مثالیں بھی ہو سکتی ہیں۔)
(A ∨ B) ⊃ C
C ⊃ ~D / D ⊃ A"
1,formal_logic,اگر میرا سر درد دوہری حالت ہے، تو آپ کی گدگدی جسمانی حالت نہیں ہے۔ ہر چیز یا تو جسمانی ہے یا ذہنی۔ لیکن میرے ٹوٹے ہوئے پیر کی ذہنی حالت نہیں ہے۔ تو میرا سر درد دوہری حالت نہیں ہے۔,اگر میرا سر درد دوہری حالت ہے، تو آپ کی گدگدی جسمانی حالت نہیں ہے۔ اگر سب کچھ جسمانی ہے تو سب کچھ ذہنی ہے۔ لیکن میرے ٹوٹے ہوئے پیر کی ذہنی حالت نہیں ہے۔ تو میرا سر درد دوہری حالت نہیں ہے۔,اگر میرا سر درد دوہری حالت ہے، تو آپ کی گدگدی جسمانی حالت نہیں ہے۔ یا تو سب کچھ جسمانی ہے یا سب کچھ ذہنی۔ لیکن میرے ٹوٹے ہوئے پیر کی ذہنی حالت نہیں ہے۔ تو میرا سر درد دوہری حالت نہیں ہے۔,اگر میرا سر درد دوہری حالت ہے، تو آپ کی گدگدی ایک جسمانی حالت ہے۔ یا تو سب کچھ جسمانی ہے یا سب کچھ ذہنی۔ لیکن میرے ٹوٹے ہوئے پیر کی ذہنی حالت نہیں ہے۔ تو میرا سر درد دوہری حالت نہیں ہے۔,"predicate logic میں دیے گئے دلائل کی بہترین انگریزی تشریح منتخب کریں۔
Dh ⊃ ~Pt
(∀x)Px ∨ (∀x)Mx
~Mb / ~Dh"
1,formal_logic,~ بی,بی,~ اے,اے,"درج ذیل میں سے کون سی تجویز دیے گئے احاطے کے PL میں فوری (ایک قدم) نتیجہ ہے؟
A ⊃ (B • C)
~(B • C)
A ∨ (D ∨ B)"
0,formal_logic,~ پی,O ∨ Q,N ⊃ ~O,پی,"درج ذیل میں سے کون سی تجویز دیے گئے احاطے کے PL میں فوری (ایک قدم) نتیجہ ہے؟
(N ⊃ ~O) ⊃ (O ∨ Q)
P ⊃ (N ⊃ ~O)
N ⊃ P"
3,formal_logic,~بیج,Bje~,بیج,~ بی جے,predicate logic میں بہترین ترجمہ منتخب کریں۔ زمین مشتری سے بڑی نہیں ہے۔ (e: Earth؛ j: مشتری؛ Bxy: x y سے بڑا ہے)
3,formal_logic,یا تو Aardvarks یا Chipmunks اپنا پہلا گیم نہیں جیت پاتے۔,چپمنکس اپنا پہلا گیم نہیں جیت پائے۔,شہد کی مکھیاں اپنا پہلا گیم جیتتی ہیں۔,Aardvarks اپنا پہلا گیم نہیں جیت پائے۔,مندرجہ ذیل مشروط تجویز کے سابقہ ​​کی نشاندہی کریں: شہد کی مکھیوں کا اپنا پہلا گیم جیتنا ضروری ہے یا تو Aardvarks یا Chipmunks اپنا پہلا گیم نہ جیتیں۔
1,formal_logic,یا تو Aardvarks یا Chipmunks اپنے پہلے گیمز نہیں جیتے ہیں۔,چپمنکس اپنا پہلا گیم نہیں جیت پائے۔,شہد کی مکھیاں اپنا پہلا گیم جیتتی ہیں۔,Aardvarks اپنا پہلا گیم نہیں جیت پائے۔,مندرجہ ذیل مشروط تجویز کے سابقہ ​​کی نشاندہی کریں: شہد کی مکھیاں اپنا پہلا گیم صرف اسی صورت میں جیتتی ہیں جب یا تو Aardvarks یا Chipmunks اپنے پہلے گیمز نہ جیتیں۔
1,formal_logic,(∃x)(Ix ∨ ~Ax),~ اے,(∃x)(Ax • ~Ix),~ آئی اے,پیش گوئی کی منطق میں بہترین ترجمہ منتخب کریں: کچھ کھلاڑی زخمی نہیں ہوتے ہیں۔
1,formal_logic,متضاد,منطقی طور پر نہ تو مساوی اور نہ ہی متضاد، لیکن مستقل,متضاد,منطقی طور پر مساوی,"مندرجہ ذیل تجاویز کے جوڑے کے لیے ایک مکمل سچائی جدول بنائیں۔ پھر، سچائی جدولوں کا استعمال کرتے ہوئے، اس بات کا تعین کریں کہ آیا بیانات منطقی طور پر مساوی ہیں یا متضاد۔ اگر کوئی بھی نہیں ہے تو اس بات کا تعین کریں کہ آیا وہ مطابقت رکھتے ہیں یا متضاد۔ اپنے جوابات کا جواز پیش کریں۔
I ≡ ~H اور ~(~I ≡ H)"
